name,gender,age,standard,caste,dropoutStatus,dropoutReason,dropoutPrediction,dropoutFeedback
Angeli Gavaran,Male,37,3,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,1,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
Kattie Faro,Female,111,3,General,false,poor teaching quality,2,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
Willi Doick,Male,59,6,General,false,Lack of resources (books,10,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod
Merilyn Rosencrantz,Female,65,12,OBC,true,race,5,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in
Engelbert Latan,Male,113,8,SC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,1,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris
Ryley Savory,Male,36,7,OBC,true,depression,6,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non
Vivian Medland,Female,54,11,SC,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,7,pharetra magna ac consequat metus sapien ut nunc vestibulum ante
Nessy Binding,Female,102,3,General,false,Lack of resources (books,10,at feugiat non pretium quis lectus suspendisse potenti in eleifend
Therine Coy,Female,5,8,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,7,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
Virgie Nairne,Female,5,3,ST,true,race,5,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
Thaxter Lisciardelli,Genderfluid,82,0,General,true,depression,0,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
Katie Leynton,Female,67,2,OBC,true,etc.) Financial constraints Family issues (e.g.,9,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
Iolande Gress,Female,91,5,General,false,depression,1,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
Ange Deignan,Male,77,10,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,1,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
Isidore Stollwerck,Male,85,0,ST,false,Lack of resources (books,7,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
Tootsie McTavish,Female,14,1,SC,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,8,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
Odell Gutch,Male,36,6,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,9,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna
Corinna Wendover,Female,45,12,General,true,parental divorce,8,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien
Sheela Horlick,Female,36,0,ST,true,stationery,8,imperdiet et commodo vulputate justo in blandit ultrices enim lorem
Cart Allport,Male,119,11,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,2,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
Elene Grishakin,Female,72,12,General,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,10,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
Evered Podbury,Male,94,1,OBC,true,depression,2,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
Mommy Matthiae,Female,2,11,OBC,false,depression,9,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
Violette Berthe,Female,117,12,SC,true,Lack of resources (books,3,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
Torr Smurfitt,Male,38,4,General,false,parental divorce,3,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
Brita Bim,Female,104,11,SC,false,etc.) Financial constraints Family issues (e.g.,5,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
Clifford Pidgen,Male,6,11,General,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
Auguste Whettleton,Female,91,10,SC,true,Lack of resources (books,8,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
Kienan Castro,Male,29,5,ST,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
Bev Sellack,Male,91,12,OBC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,8,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut
Petronilla Meneghelli,Female,110,5,ST,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,7,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
Rosette Jenny,Female,96,4,OBC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,8,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
Merrilee Joyes,Genderfluid,69,10,SC,true,stationery,4,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
Kaye Sells,Female,23,0,SC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,9,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu
Putnam Jirzik,Male,105,9,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,1,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
Theodore Frankiss,Male,93,8,OBC,false,parental divorce,3,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
Olga Tasch,Female,20,0,SC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,10,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
Miller Rawcliff,Male,34,10,SC,true,stationery,3,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
Erroll Cleef,Male,21,4,ST,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,1,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie
Karlik Hastewell,Male,22,11,SC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,3,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
Alfons Offield,Male,51,6,OBC,true,parental divorce,10,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id
Lin Caldwell,Male,102,6,General,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,6,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
Gordie Tunnick,Male,30,12,SC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,5,ut ultrices vel augue vestibulum ante ipsum primis in faucibus
Ray Dudman,Male,53,7,OBC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,6,semper est quam pharetra magna ac consequat metus sapien ut nunc
Marjory Selly,Female,66,9,General,false,poor teaching quality,6,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
Woodie Rotchell,Male,56,2,General,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,10,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at
Dulcie Rogliero,Female,76,7,OBC,true,Lack of resources (books,10,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
Aloisia Duran,Female,97,7,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,6,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
Sophia Lesly,Female,114,0,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,8,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
Rosaline Battabee,Female,50,3,SC,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,7,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
Vikki Signori,Female,3,9,ST,true,stationery,3,sed augue aliquam erat volutpat in congue etiam justo etiam pretium
Bonni Krolak,Female,19,3,ST,true,stationery,5,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
Clementina Lorentz,Female,55,10,SC,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,3,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
Coraline O'Meara,Female,80,10,SC,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,5,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
Gusella Portwain,Female,120,6,ST,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,0,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
Vivyanne Hadden,Female,29,8,SC,false,stationery,7,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
Marlow Durnford,Male,84,10,General,false,etc.) Financial constraints Family issues (e.g.,10,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
Engracia McIlwain,Female,65,10,General,true,depression,6,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
Barret Fadden,Male,80,8,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,5,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat
Ingmar McClenaghan,Male,61,5,General,true,stationery,3,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
Brandtr Colafate,Male,19,12,OBC,true,poor facilities,6,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
Kitti Klemenz,Female,60,9,ST,false,poor facilities,0,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
Ned Sydney,Male,35,9,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,9,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi
Siusan Grigoryov,Female,47,5,SC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
Joye Von Brook,Female,75,7,SC,true,poor facilities,6,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
Dacie Clousley,Female,51,12,ST,true,etc.) Financial constraints Family issues (e.g.,3,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis
Noemi Burrus,Female,95,2,General,false,etc.) Financial constraints Family issues (e.g.,7,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
Mahmoud Persehouse,Male,58,1,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,5,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
Suzy Dobeson,Female,46,11,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,7,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
Bud Rawcliffe,Male,71,2,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,8,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
Dill Rubinchik,Male,64,1,SC,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,4,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet
Mimi Pim,Female,82,4,OBC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,9,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
Leena Tremblett,Female,7,10,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,4,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
Scot Nettleship,Male,110,3,OBC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,8,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus
Gaby Saiz,Male,112,8,OBC,true,poor facilities,4,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus
Lindsay Ibbeson,Female,103,5,SC,false,race,8,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
Earle Le Gallo,Male,43,3,OBC,true,depression,3,justo aliquam quis turpis eget elit sodales scelerisque mauris sit
Stan Kerfut,Male,36,3,ST,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,10,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
Wittie Crippes,Male,60,11,ST,false,Lack of resources (books,9,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta
Cristal Picford,Female,90,2,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,10,egestas metus aenean fermentum donec ut mauris eget massa tempor
Ashely Jakubczyk,Female,87,1,OBC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,5,ac consequat metus sapien ut nunc vestibulum ante ipsum primis
Pegeen Beekman,Female,80,11,SC,false,parental divorce,3,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia
Sebastien Abramzon,Male,56,12,SC,false,parental divorce,3,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed
Alaric Feldberg,Male,70,12,General,false,depression,10,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
Bernie Cerro,Female,80,4,SC,false,etc.) Financial constraints Family issues (e.g.,2,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh
Manda Rosenfrucht,Female,82,5,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,9,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse
Renie Mitchard,Female,76,6,General,true,parental divorce,3,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit
Audrie Kleinberer,Female,60,11,OBC,false,race,10,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
Zilvia Szymanzyk,Female,84,9,ST,false,race,10,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo
Tedie Esplin,Male,5,9,OBC,true,etc.) Financial constraints Family issues (e.g.,1,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper
Patric Cotter,Male,38,10,OBC,true,poor teaching quality,2,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
Ryan Cordle,Male,17,6,ST,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,3,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
Cecil Ashpole,Male,87,1,SC,false,Lack of resources (books,3,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac
Simonette Kerrane,Female,46,6,General,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,3,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
Albie Gatty,Genderfluid,104,6,OBC,false,parental divorce,6,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
Whitaker Rickersy,Male,79,6,ST,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,2,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
Vida Gleeson,Female,93,4,ST,true,parental divorce,6,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
Celka Layland,Agender,0,0,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,6,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque
Thayne Shirt,Male,38,6,OBC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,3,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
Zonda McMechan,Female,16,1,SC,false,race,2,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi
Shaylyn Hordle,Female,35,0,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,6,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
Hedwiga Marciek,Female,77,8,General,true,poor facilities,9,blandit lacinia erat vestibulum sed magna at nunc commodo placerat
Rory Smitherman,Male,22,10,ST,false,poor teaching quality,7,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
Chancey de Grey,Male,56,10,SC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,2,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
Bone Baily,Male,64,8,OBC,true,poor teaching quality,3,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
Gale Fidock,Female,107,1,OBC,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,8,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
Dennison Sollett,Male,57,5,General,false,race,1,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
Pauletta Corner,Female,66,7,SC,false,race,4,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
Babette Littleton,Female,70,9,General,true,poor teaching quality,9,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue
Remy Bracknall,Female,15,8,SC,true,etc.) Financial constraints Family issues (e.g.,2,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
Georas Soldner,Male,116,12,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,7,quisque arcu libero rutrum ac lobortis vel dapibus at diam
Enrica Bullivent,Female,25,12,General,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,9,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
Davine Fidilis,Female,47,3,General,true,poor teaching quality,4,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
Marlena Broomer,Female,58,8,OBC,false,parental divorce,2,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
Sharleen Pannett,Polygender,54,9,ST,true,depression,4,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
Elfrieda Chancellor,Agender,58,3,SC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,7,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
Harper Tames,Male,101,11,OBC,false,depression,2,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
Sawyere Sambeck,Male,30,7,General,true,Lack of resources (books,4,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
Madelle Dmitrievski,Female,114,5,General,true,depression,3,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
Allyce Willas,Female,112,6,SC,true,etc.) Financial constraints Family issues (e.g.,2,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
Britta Nand,Female,40,3,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,5,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris
Catharina Sperski,Female,41,1,OBC,true,stationery,0,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend
Darby Bruford,Genderfluid,32,9,SC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,0,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
Charla Westmorland,Female,1,10,General,false,stationery,9,ligula vehicula consequat morbi a ipsum integer a nibh in quis
Sammy Hosier,Female,0,4,SC,true,depression,2,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
Gabbi Dyne,Female,109,6,General,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,augue vel accumsan tellus nisi eu orci mauris lacinia sapien
Von Breydin,Male,6,11,OBC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,5,lectus in est risus auctor sed tristique in tempus sit amet sem fusce
Nathanial Yeowell,Male,87,6,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,5,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
Ara Cornilleau,Male,38,2,General,true,Lack of resources (books,7,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in
Cam Djurisic,Female,31,9,OBC,true,Lack of resources (books,10,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean
Delcina Tessier,Female,17,10,General,false,Lack of resources (books,10,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus
Jard Chesterfield,Male,21,8,SC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,0,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
Silva Habbergham,Female,53,8,SC,false,poor teaching quality,5,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
Jacklyn Grisenthwaite,Female,20,2,SC,false,parental divorce,5,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec
Rochell Glowach,Female,7,1,General,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,6,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
Nye Butter,Male,87,8,SC,true,depression,9,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non
Deeyn Francesch,Female,40,8,SC,true,stationery,10,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
Haleigh Figliovanni,Male,21,3,ST,false,parental divorce,5,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
Lewie Garmey,Male,53,1,General,false,depression,6,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere
Fanny Nickerson,Polygender,29,1,SC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,5,bibendum morbi non quam nec dui luctus rutrum nulla tellus
Evangelin Spring,Female,54,4,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,0,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
Benson Djekic,Male,117,8,OBC,false,depression,9,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
Randi Leteurtre,Polygender,109,12,General,false,depression,5,sapien a libero nam dui proin leo odio porttitor id
Ginger Warren,Male,32,3,OBC,false,race,1,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est
