Name,Gender,DateOfBirth,Age,Standard,Caste,DropoutStatus,DropoutReason,DropoutPrediction,SchoolJoiningDate,StreamAfter10th,DateLeftSchool
Francois Benasik,Male,3/12/1960,90,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/22/2013,Other,11/26/2008
Lyle MacTerlagh,Male,2/27/1991,84,5,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/5/1998,Arts,10/23/2011
Falkner Busch,Male,2/6/1943,2,7,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/28/1991,Science,2/17/1991
Jobi Aberhart,Female,2/11/2001,23,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/11/2007,Arts,6/29/2014
Mohandas Thorndale,Male,4/9/2019,81,1,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/17/2012,Commerce,11/28/2021
Wye Mitchelson,Male,4/26/1916,56,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/12/2007,Other,5/11/2009
Alfonso Drysdale,Male,10/10/1952,117,10,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/21/1994,Commerce,10/8/2000
Leah Rothery,Female,10/23/1959,18,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/30/2005,Arts,9/16/2020
Engelbert Beadel,Male,11/2/1953,63,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/1/1997,Arts,1/12/1994
Caren Casaccio,Female,10/26/2005,112,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/25/2013,Science,11/4/2016
Darb Kelston,Male,11/19/1977,94,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/27/2015,Arts,2/4/1992
Mair Harkes,Female,10/5/2017,36,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/3/1990,Science,11/28/2020
Carleen Cross,Female,4/27/1919,53,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/9/2016,Commerce,8/13/2000
Malcolm Tearney,Male,10/16/2005,20,4,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/28/2020,Arts,5/23/1999
Zerk Haack,Male,1/5/1914,34,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/7/1993,Other,12/16/2007
Krishnah Baff,Male,1/1/1965,30,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/17/2015,Arts,11/29/2013
Christoph Greenalf,Male,10/27/1929,82,0,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/13/1997,Science,12/7/1991
See Inns,Male,3/3/2020,60,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/3/2002,Arts,10/9/2009
Emelina Whitland,Female,9/30/2014,97,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/30/2002,Arts,10/9/2006
Shea Dufaur,Male,2/4/1947,68,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/30/2011,Other,8/29/2019
Sascha Palley,Female,3/23/1963,43,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/9/1992,Science,7/28/2015
Caleb Thrower,Male,6/15/1902,58,12,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/10/1999,Science,6/23/2009
Laurella Pughsley,Female,5/5/1924,41,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/22/2011,Arts,1/22/2012
Brose Sieve,Male,11/26/1903,54,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/26/1996,Other,1/1/1998
Raychel Wylie,Female,9/4/2007,18,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/2/1993,Science,10/28/1995
Caresa Kuhnt,Female,2/11/1942,48,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/15/1993,Commerce,10/10/2021
Kirstin Heningham,Female,4/27/1938,102,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/3/2012,Other,4/29/2015
Stephanie Zywicki,Female,4/12/1974,120,0,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/6/2008,Arts,4/1/2014
Eleni Toffolo,Female,9/23/1970,22,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/26/1997,Science,7/26/2011
Cash Coolican,Male,6/21/2011,111,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/14/2003,Commerce,8/2/2001
Lin Bowker,Agender,2/8/1951,56,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/3/1991,Arts,11/6/2004
Tore Liddiatt,Male,7/5/2020,35,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/24/1997,Science,1/4/2022
Nathanael Lahive,Male,9/12/1908,116,11,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/22/1990,Arts,10/31/2023
Tailor Pleuman,Male,7/19/1962,91,1,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/25/1999,Arts,12/11/1997
Beltran Cullivan,Male,3/21/1992,21,4,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/25/1993,Other,7/11/2008
Kippie Kevane,Male,5/12/1952,36,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/30/1998,Other,7/14/2019
Leah Jellicorse,Female,12/27/1913,6,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/21/2014,Commerce,5/24/2010
Leon Goade,Male,10/31/1919,7,1,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/20/2023,Commerce,6/18/1991
Salaidh Veck,Female,1/5/1975,52,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/17/1994,Other,11/1/2023
Denice Bodicam,Bigender,5/19/1929,69,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/29/2009,Other,12/14/2004
Kathryne Madgewick,Female,4/18/1922,76,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/25/1995,Commerce,8/30/2007
Norene Spieck,Female,2/10/1924,41,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/11/1996,Science,8/14/2017
Cris Wiffill,Non-binary,9/1/1971,53,1,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/17/2002,Science,10/1/1993
Isac Nand,Male,12/24/1990,25,2,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/26/2009,Arts,5/30/2013
Nicko Lisimore,Male,6/26/1955,73,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/18/2009,Science,4/27/2011
Colby Rainey,Male,2/10/1987,31,10,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/28/1996,Commerce,7/24/2010
Anatol Ainslie,Male,11/8/1955,38,5,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/21/2000,Other,12/22/1994
Jerome Brumwell,Male,3/28/1935,22,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/8/2023,Science,3/30/2014
Blane Yakunkin,Male,10/3/1935,107,0,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/12/2009,Arts,10/4/2011
Orelle Haskew,Genderfluid,6/10/1919,35,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/10/1995,Other,10/5/2014
Lucina Paskell,Female,10/6/1924,84,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/6/1992,Arts,4/25/2003
Marje MacGinley,Female,5/25/1953,91,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/17/2005,Other,9/12/2013
Cordelie Markl,Female,2/7/2004,114,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/18/2002,Other,12/28/2015
Jeramie Batty,Male,1/12/1931,17,2,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/12/2022,Science,8/7/1991
Alic Ellerby,Male,4/11/1969,82,0,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/7/2012,Science,10/19/2006
Remus Warham,Male,4/26/1961,34,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/2/2010,Other,9/10/2007
Alain Gilroy,Male,11/9/1974,89,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/11/2014,Arts,6/23/1999
Kalle Petrushkevich,Male,7/6/1948,111,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/15/2013,Other,6/16/2020
Delmer Symington,Male,8/26/1970,106,2,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/19/2010,Other,11/2/2007
Neely Wright,Female,7/28/1962,107,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/13/2023,Science,5/21/1998
Grier Lambertini,Female,1/13/1983,65,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/18/2007,Other,1/22/2005
Braden Scanes,Male,9/5/1950,31,3,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/31/2004,Other,10/23/2016
Marna Luipold,Female,2/15/1920,45,2,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/25/2008,Commerce,11/8/1995
Margette Blanking,Female,4/9/1926,32,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/25/2017,Commerce,12/16/2014
Bartlett Pinel,Male,12/2/1946,52,9,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/30/1993,Science,1/11/2001
Kathie Lindell,Female,3/4/1930,96,5,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/7/1993,Science,3/7/2009
Ernest Ander,Male,12/15/2016,101,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/13/2007,Commerce,4/19/2009
Osbert Sherratt,Male,8/22/1992,5,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/7/2014,Arts,8/3/2008
Koral McBayne,Female,4/8/1944,2,2,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/6/1991,Commerce,6/4/2021
Josy Mathelin,Female,7/12/1978,54,11,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/15/2023,Arts,6/17/2009
Cob Snoden,Male,7/25/2021,25,4,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/16/2014,Commerce,5/18/2020
Corrie Tatlock,Female,5/25/1975,97,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,12/24/1999,Science,1/8/1995
Miles Simon,Non-binary,11/20/2003,26,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/29/2014,Arts,5/24/2009
Margarethe Luter,Female,8/18/2015,18,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/25/2016,Commerce,3/11/2012
Jazmin Miliffe,Female,12/10/1958,116,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/2/2021,Commerce,3/3/2020
Fey Riediger,Female,7/19/1940,23,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/16/1994,Science,5/19/2004
Sande Knapman,Female,7/6/1981,4,7,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/6/2002,Arts,11/19/1995
Trula Marlon,Female,10/2/1991,49,11,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/24/2020,Commerce,9/21/2019
Bab Barthrop,Female,1/24/1996,33,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,2/9/2007,Commerce,12/6/1998
Kirby Kelsey,Female,4/17/1934,114,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,1/1/1993,Arts,12/12/1998
Milka Mathissen,Female,10/25/1939,112,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/29/1998,Science,1/2/2008
Hilda Andrioletti,Female,3/30/1905,108,1,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/5/2011,Other,7/12/2006
Roldan Hele,Bigender,2/13/2010,10,1,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/5/1998,Science,2/24/2010
Irwinn Duthie,Male,10/6/1944,89,9,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/24/2014,Arts,10/27/2014
Abrahan Haney`,Male,2/12/1977,91,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/11/1991,Other,7/11/2020
Anissa Lyburn,Female,2/3/2006,71,0,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/1/2003,Other,5/10/2002
Bibi Bilney,Genderfluid,1/19/1932,33,9,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/25/2020,Commerce,3/24/2003
Tricia Maccrea,Female,6/17/1941,94,12,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/12/2016,Other,5/2/2011
Lotty Curado,Female,5/27/2022,45,9,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/21/2013,Science,1/22/2003
Donni Dedham,Female,8/8/1909,42,6,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,9/20/2013,Science,10/10/2013
Shandeigh Hugnet,Female,12/7/1982,109,0,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/26/2006,Other,2/11/2022
Mela Penton,Female,1/9/1988,97,1,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/30/1995,Other,12/3/2004
Joey Thorington,Polygender,9/27/1955,91,10,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,10/5/1999,Arts,4/3/2013
Foster Burnside,Male,9/14/1940,34,7,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/13/2015,Other,1/24/1991
Iosep Berrill,Male,1/6/1971,44,2,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/19/2013,Commerce,4/24/2021
Sybilla Chellenham,Female,4/26/1909,86,2,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/20/2012,Other,1/12/2014
Caryn O'Bradain,Female,8/12/1906,93,6,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/24/2005,Science,1/9/2018
Renae Amott,Female,4/4/1997,25,1,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/2/2020,Commerce,2/26/2014
Adriena Huxter,Female,11/27/1933,114,6,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/24/2022,Other,3/16/2012
Corny Lestor,Male,2/4/1944,87,12,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,5/22/2016,Arts,9/28/1994
Heidie Creeboe,Female,5/15/2020,8,0,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/11/2013,Science,7/19/1995
Karel Fance,Female,3/25/1915,79,3,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,11/24/1995,Commerce,5/6/2007
Dorena Bew,Female,12/11/1918,120,10,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/11/2017,Science,5/25/2010
Ariela Manicom,Female,12/27/1976,43,6,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,3/20/2022,Other,8/6/2012
Orv Bulger,Polygender,6/19/1989,49,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/10/1999,Arts,9/27/1994
Welch Roakes,Male,1/26/1950,96,4,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/7/2007,Other,3/3/2001
Verena Leynagh,Female,3/29/1912,4,8,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,4/23/2015,Science,2/27/2004
Yuma Franzotto,Male,2/6/1959,112,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/23/2012,Arts,10/28/1998
Joell Searston,Non-binary,2/15/2003,34,5,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/15/2001,Commerce,5/26/2023
Luis Beardsworth,Male,8/11/1945,37,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/24/2016,Other,5/30/2006
Herta Thebes,Female,5/4/1989,1,9,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,2/16/1993,Commerce,11/6/2006
Liza Mateu,Genderqueer,12/20/1989,5,5,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/30/2016,Arts,4/19/2005
Scottie Shermore,Male,1/31/1916,63,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/14/1992,Commerce,6/2/2023
Rhodia Woodroff,Female,3/30/1932,78,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/10/1992,Commerce,4/11/1998
Dalila Rome,Female,4/4/1929,42,1,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,10/26/2010,Other,6/11/1991
Bat Cordery,Male,9/26/1930,82,4,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,12/6/2022,Science,2/17/1999
Micky Tours,Female,2/9/1966,89,0,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,7/19/2016,Commerce,6/25/2000
Jasmina Hazlehurst,Female,6/28/1993,104,5,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,5/20/2022,Commerce,8/14/2012
Galven Finlow,Male,9/13/1956,69,1,SC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/15/2000,Commerce,11/23/2022
Luke Posvner,Male,1/26/1900,10,11,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/8/2003,Science,3/16/1992
Karalee Honywill,Female,7/22/1935,11,4,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,6/26/2002,Commerce,1/2/2007
Emelina Sliman,Female,12/18/1915,40,3,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/26/1992,Other,1/5/2013
Ollie McBeth,Male,11/10/2000,119,9,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/29/2002,Science,11/2/2010
Bernadina Jansson,Bigender,4/23/2014,76,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,6/28/2009,Science,12/20/2014
Claire Broscombe,Male,10/25/1942,8,6,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/29/2013,Other,8/4/1994
Corbett Phippard,Male,11/13/1985,117,12,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,4/28/2023,Science,1/21/2016
Meade Wicher,Male,8/21/2015,114,8,Other,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,8/9/2020,Other,7/6/2003
Annamaria Jerrans,Female,10/25/1907,107,9,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,8/15/2007,Other,11/12/1994
Dolf Slatford,Male,6/19/1988,16,3,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,3/2/2020,Other,7/29/2013
Lilah Dade,Female,10/31/2006,103,6,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,1/5/2007,Other,8/1/2015
Gifford Nardrup,Male,10/7/2023,52,10,OBC,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,9/4/2010,Arts,4/18/2005
Angil Grigolashvill,Agender,4/17/1936,39,8,General,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',false,7/15/2012,Commerce,9/9/2014
Lincoln Cadigan,Male,7/14/1978,62,5,ST,Syntax error in formula 'if Standard < 10 && DateLeftSchool !== null then 'true'',Syntax error in formula 'if DropoutStatus = true ',true,11/28/1999,Arts,3/4/2007
